Product,Category,Features
Cetaphil UVA/UVB Defense SPF50 Daytime Moisturizer,moisturizers,"['Fungal Acne Trigger', 'Silicone', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Fungal Acne Trigger', 'Anti-Aging', 'UV Protection', 'Silicone', 'UV Protection', 'UV Protection', 'Fungal Acne Trigger', 'Paraben', 'Paraben', 'UV Protection', 'Comedogenic Rating (2)', 'UV Protection']"
Safi Dermasafe Soothe & Hydrate Day Moisturizer,moisturizers,"['Acne-Fighting', 'Brightening', 'Good for Sensitive Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Good for Dry Skin', 'Silicone', 'Silicone', 'Paraben', 'Brightening']"
L'Oreal Paris Age Perfect Anti-Sagging + Anti-Age Spot Hydrating Moisturizer Day Cream SPF 15,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Comedogenic Rating (2)', 'Good for Dry Skin', 'Bad for Oily Skin', 'UV Protection', 'Fungal Acne Trigger', 'Comedogenic Rating (1)', 'Paraben', 'Allergens', 'Allergens', 'Allergens', 'Comedogenic Rating (2)', 'Allergens', 'Allergens', 'Paraben', 'Allergens', 'Allergens', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'UV Protection']"
Mario Badescu Kera Moist Cream,moisturizers,"['Comedogenic Rating (2)', 'Bad for Oily Skin', 'Bad for Oily Skin', 'Anti-Aging', 'Good for Dry Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Bad for Oily Skin', 'Anti-Aging', 'Silicone', 'Paraben', 'Comedogenic Rating (2)', 'Paraben', 'Bad for Oily Skin']"
Primera Watery Cream Alpine Berry,moisturizers,"['Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Fungal Acne Trigger', 'Comedogenic Rating (1)', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Bad for Oily Skin', 'Comedogenic Rating (1)', 'Bad for Dry Skin', 'Good for Oily Skin', 'Silicone', 'Silicone', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Bad for Oily Skin', 'Good for Sensitive Skin']"
Clinique Sparkle Skin Body Exfoliating Cream,moisturizers,"['Fungal Acne Trigger', 'Good for Dry Skin', 'Acne-Fighting', 'Comedogenic Rating (2)', 'Comedogenic Rating (2)', 'Bad for Sensitive Skin', 'Bad for Oily Skin', 'Good for Oily Skin', 'Fungal Acne Trigger', 'Bad for Oily Skin']"
Dermalogica Skin Hydrating Booster,moisturizers,"['Bad for Sensitive Skin', 'Promotes Wound Healing', 'Promotes Wound Healing', 'Good for Dry Skin', 'Bad for Sensitive Skin', 'Allergens']"
A'pieu pH Balancing 18 Fresh Cream,moisturizers,['']
e.l.f. Cosmetics SuperHydrate Moisturizer,moisturizers,"['Brightening', 'Promotes Wound Healing', 'Comedogenic Rating (1)', 'Good for Dry Skin', 'Good for Dry Skin', 'Anti-Aging', 'Silicone', 'Anti-Aging']"
"Estee Lauder Hydrationist Maximum Moisture Creme, Normal/Combination Skin",moisturizers,"['Anti-Aging', 'Acne-Fighting', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Comedogenic Rating (2)', 'Comedogenic Rating (2)', 'Bad for Oily Skin', 'Bad for Oily Skin', 'Good for Dry Skin', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Bad for Oily Skin', 'Silicone', 'Silicone', 'Comedogenic Rating (2)', 'Fungal Acne Trigger', 'Allergens', 'Comedogenic Rating (2)', 'Good for Sensitive Skin']"
ELIZAVECCA Aqua Rising Argan Gelato Steam Cream,moisturizers,"['Fungal Acne Trigger', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Promotes Wound Healing', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Comedogenic Rating (2)', 'Brightening', 'Comedogenic Rating (1)', 'Bad for Oily Skin', 'Fungal Acne Trigger', 'Fungal Acne Trigger', 'Good for Dry Skin', 'Promotes Wound Healing', 'Good for Dry Skin', 'Promotes Wound Healing', 'Promotes Wound Healing', 'Fungal Acne Trigger', 'Anti-Aging', 'Fungal Acne Trigger', 'Good for Oily Skin', 'Silicone', 'Anti-Aging', 'Fungal Acne Trigger', 'Fungal Acne Trigger']"
